,Rxn_ID,Rxn_name,Rxn_Loc,Rxn_Subsystem,Rxn_kcat,Rxn_genes_rules,Rxn_mW_c,Rxn_mW_m,Rxn_numTMb,Rxn_mW_c_Total,Rxn_mW_m_Total,Rxn_locations_Total,Rxn_count_Tmb_Total
138,FRD2,Fumarate reductase,Inner Membrane,Citric Acid Cycle,250.0,b4152 and b4151 and b4153 and b4154,121217.0,17086.324973000003,6,[121217.0],[17086.324973000003],['Inner Membrane'],[6]
139,FRD3,Fumarate reductase,Inner Membrane,Citric Acid Cycle,250.0,b4152 and b4151 and b4153 and b4154,121217.0,17086.324973000003,6,[121217.0],[17086.324973000003],['Inner Membrane'],[6]
140,POX,Pyruvate oxidase,Cytoplasmic,Oxidative Phosphorylation,167.0,b0871,62011.0,0,0,[62011.0],[0.0],['Cytoplasmic'],[0]
141,PTAr_f,Phosphotransacetylase,Cytoplasmic,Pyruvate Metabolism,120.0,b2297 or b2458,36067.0,0.0,0,"[77172.0, 36067.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
142,ACKr_f,Acetate kinase,Cytoplasmic,Pyruvate Metabolism,908.0,b2296 or b1849 or b3115,42434.0,0.0,0,"[43290.0, 42434.0, 43384.0]","[0.0, 0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[0, 0, 0]"
143,EX_hxan_e_f,Hypoxanthine exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
144,EX_ile__L_e_f,L-Isoleucine exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
145,EX_lac__L_e_f,L-Lactate exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
146,EX_leu__L_e_f,L-Leucine exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
147,EX_no3_e_f,Nitrate exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
148,EX_orn_e_f,Ornithine exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
149,EX_pro__L_e_f,L-Proline exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
150,EX_pyr_e_f,Pyruvate exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
151,EX_succ_e_f,Succinate exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
152,EX_thymd_e_f,Thymidine exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
153,EX_tyr__L_e_f,L-Tyrosine exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
154,MOAT,3-deoxy-D-manno-octulosonic acid transferase,Inner Membrane,Lipopolysaccharide Biosynthesis / Recycling,2.866666667,b3633,47291.0,2336.731765,1,[47291.0],[2336.731765],['Inner Membrane'],[1]
155,UDCPDPS,Undecaprenyl diphosphate synthase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,2.1762,b0174,28444.0,0,0,[28444.0],[0.0],['Cytoplasmic'],[0]
156,USHD,UDP-sugar hydrolase,Cytoplasmic,Lipopolysaccharide Biosynthesis / Recycling,90.13177273,b0524,26894.0,0,0,[26894.0],[0.0],['Cytoplasmic'],[0]
157,LPADSS,Lipid A disaccaride synthase,Cytoplasmic,Lipopolysaccharide Biosynthesis / Recycling,18.3185,b0182,42382.0,0,0,[42382.0],[0.0],['Cytoplasmic'],[0]
158,TDSK,Tetraacyldisaccharide 4'kinase,Inner Membrane,Lipopolysaccharide Biosynthesis / Recycling,2.4,b0915,35589.0,2278.564024,1,[35589.0],[2278.564024],['Inner Membrane'],[1]
159,EX_btn_e_f,Biotin exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
160,EX_ptrc_e_f,Putrescine exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
161,EX_spmd_e_f,Spermidine exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
162,EX_thym_e_f,Thymine exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
163,EX_xtsn_e_f,Xanthosine exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
164,NTPP1,Nucleoside triphosphate pyrophosphorylase (dgtp),Cytoplasmic,Nucleotide Salvage Pathway,2.55,b0099 or b2781,14927.0,0,0,"[14927.0, 30412.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
165,NTPP2,Nucleoside triphosphate pyrophosphorylase (gtp),Cytoplasmic,Nucleotide Salvage Pathway,2.55,b0099 or b2781,14927.0,0,0,"[14927.0, 30412.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
166,NTPTP1,Nucleoside triphosphate tripolyhydrolase,Cytoplasmic,Nucleotide Salvage Pathway,4000.0,b0160,59383.0,0,0,[59383.0],[0.0],['Cytoplasmic'],[0]
167,NTPTP2,Nucleoside triphosphate tripolyhydrolase,Cytoplasmic,Nucleotide Salvage Pathway,4000.0,b0160,59383.0,0,0,[59383.0],[0.0],['Cytoplasmic'],[0]
168,IPMD,3-isopropylmalate dehydrogenase,Cytoplasmic,"Valine, Leucine, and Isoleucine Metabolism",69.0,b0073 or b1800,39517.0,0,0,"[39517.0, 40315.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
169,AIRC3_f,Phosphoribosylaminoimidazole carboxylase (mutase rxn),Cytoplasmic,Purine and Pyrimidine Biosynthesis,15.6,b0523,17780.0,0,0,[17780.0],[0.0],['Cytoplasmic'],[0]
170,ADSL2r_f,Adenylosuccinate lyase,Cytoplasmic,Purine and Pyrimidine Biosynthesis,7.0,b1131,51543.0,0,0,[51543.0],[0.0],['Cytoplasmic'],[0]
171,EX_fe2_e_f,Fe2+ exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
172,PUNP5_f,Purine-nucleoside phosphorylase (Inosine),Cytoplasmic,Nucleotide Salvage Pathway,6200.0,b2407 or b4384,25950.0,0.0,0,"[29835.0, 25950.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
173,PUNP6_f,Purine-nucleoside phosphorylase (Deoxyinosine),Cytoplasmic,Nucleotide Salvage Pathway,44.93,b4384 or b2407,25950.0,0,0,"[25950.0, 29835.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
174,PUNP7_f,Purine-nucleoside phosphorylase (Xanthosine),Cytoplasmic,Nucleotide Salvage Pathway,44.93,b2407,29835.0,0,0,[29835.0],[0.0],['Cytoplasmic'],[0]
175,RNDR1,Ribonucleoside-diphosphate reductase (ADP),Cytoplasmic,Nucleotide Salvage Pathway,8.115,(b2582 and (b2234 and b2235)) or (b3781 and (b2234 and b2235)),141099.0,0.0,0,"[144847.0, 141099.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
176,RNDR3,Ribonucleoside-diphosphate reductase (CDP),Cytoplasmic,Nucleotide Salvage Pathway,8.115,(b3781 and (b2234 and b2235)) or (b2582 and (b2234 and b2235)),141099.0,0,0,"[141099.0, 144847.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
177,RNDR4,Ribonucleoside-diphosphate reductase (UDP),Cytoplasmic,Nucleotide Salvage Pathway,8.115,(b3781 and (b2234 and b2235)) or ((b2234 and b2235) and b2582),141099.0,0,0,"[141099.0, 144847.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
178,TMDS,Thymidylate synthase,Cytoplasmic,Nucleotide Salvage Pathway,3.11,b2827,30480.0,0,0,[30480.0],[0.0],['Cytoplasmic'],[0]
179,TMDK1,Thymidine kinase (ATP:thymidine),Cytoplasmic,Nucleotide Salvage Pathway,2.0,b1238,23457.0,0,0,[23457.0],[0.0],['Cytoplasmic'],[0]
180,PPCDC,Phosphopantothenoylcysteine decarboxylase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,2.9,b3639,43438.0,0,0,[43438.0],[0.0],['Cytoplasmic'],[0]
181,FTHFD,Formyltetrahydrofolate deformylase,Cytoplasmic,Folate Metabolism,111.8694444,b1232,31935.0,0,0,[31935.0],[0.0],['Cytoplasmic'],[0]
182,EX_glc__D_e_f,D-Glucose exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
183,EDD,6-phosphogluconate dehydratase,Cytoplasmic,Pentose Phosphate Pathway,368.4865,b1851,64639.0,0,0,[64639.0],[0.0],['Cytoplasmic'],[0]
184,DHQTi,"3-dehydroquinate dehydratase, irreversible",Cytoplasmic,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",215.0,b1693,27467.0,0,0,[27467.0],[0.0],['Cytoplasmic'],[0]
185,PUNP1_f,Purine-nucleoside phosphorylase (Adenosine),Cytoplasmic,Nucleotide Salvage Pathway,44.93,b4384,25950.0,0,0,[25950.0],[0.0],['Cytoplasmic'],[0]
186,PUNP2_f,Purine-nucleoside phosphorylase (Deoxyadenosine),Cytoplasmic,Nucleotide Salvage Pathway,44.93,b4384,25950.0,0,0,[25950.0],[0.0],['Cytoplasmic'],[0]
187,PUNP3_f,Purine-nucleoside phosphorylase (Guanosine),Cytoplasmic,Nucleotide Salvage Pathway,44.93,b2407 or b4384,25950.0,0.0,0,"[29835.0, 25950.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
188,LYSAM_f,"Lysine 2,3-aminomutase",Cytoplasmic,Threonine and Lysine Metabolism,0.083,b4146,38750.0,0,0,[38750.0],[0.0],['Cytoplasmic'],[0]
189,DHAD1,"Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)",Cytoplasmic,"Valine, Leucine, and Isoleucine Metabolism",11.5,b3771,65532.0,0,0,[65532.0],[0.0],['Cytoplasmic'],[0]
190,IPPMIa_f,3-isopropylmalate dehydratase,Cytoplasmic,"Valine, Leucine, and Isoleucine Metabolism",368.4865,b0071 and b0072,72369.0,0,0,[72369.0],[0.0],['Cytoplasmic'],[0]
191,EX_alltn_e_f,Allantoin exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
192,G3PD7,Glycerol-3-phosphate dehydrogenase (demethylmenaquinone-8),Cytoplasmic,Oxidative Phosphorylation,33.3,b2243 and b2242 and b2241,148423.0,0,0,[148423.0],[0.0],['Cytoplasmic'],[0]
193,NADH9,NADH dehydrogenase (demethylmenaquinone-8 & 0 protons),Cytoplasmic,Oxidative Phosphorylation,8.9,b1109 or b1004 or b0046 or b3713,20170.0,0.0,0,"[47359.0, 20846.0, 20170.0, 20376.0]","[0.0, 0.0, 0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[0, 0, 0, 0]"
194,NADH10,NADH dehydrogenase (menaquinone-8 & 0 protons),Cytoplasmic,Oxidative Phosphorylation,8.9,b1109 or b3713 or b0046 or b1004,20170.0,0.0,0,"[47359.0, 20376.0, 20170.0, 20846.0]","[0.0, 0.0, 0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[0, 0, 0, 0]"
195,MDH_f,Malate dehydrogenase,Cytoplasmic,Citric Acid Cycle,138.5,b3236,32337.0,0,0,[32337.0],[0.0],['Cytoplasmic'],[0]
196,FUM_f,Fumarase,Cytoplasmic,Citric Acid Cycle,60.0,b1612 or b4122 or b1611,50489.0,0.0,0,"[60299.0, 60105.0, 50489.0]","[0.0, 0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[0, 0, 0]"
197,PYDXNK,Pyridoxine kinase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,0.3,b2418,30847.0,0,0,[30847.0],[0.0],['Cytoplasmic'],[0]
198,PYAM5PO,Pyridoxamine 5'-phosphate oxidase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,14.86,b1638,25545.0,0,0,[25545.0],[0.0],['Cytoplasmic'],[0]
199,OHPBAT_f,O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,2.49,b0907,39783.0,0,0,[39783.0],[0.0],['Cytoplasmic'],[0]
200,EX_dgsn_e_f,Deoxyguanosine exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
201,EX_arab__L_e_f,L-Arabinose exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
202,EX_fru_e_f,D-Fructose exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
203,EX_gal_e_f,D-Galactose exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
204,EX_xyl__D_e_f,D-Xylose exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
205,EX_duri_e_f,Deoxyuridine exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
206,EX_for_e_f,Formate exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
207,EX_gly_e_f,Glycine exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
208,EX_h2_e_f,H2 exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
209,EX_lys__L_e_f,L-Lysine exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
210,EX_ser__L_e_f,L-Serine exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
211,EX_thm_e_f,Thiamin exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
212,EX_trp__L_e_f,L-Tryptophan exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
213,GLUTRR,Glutamyl-tRNA reductase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,0.15,b1210,46307.0,0,0,[46307.0],[0.0],['Cytoplasmic'],[0]
214,GLCS1,Glycogen synthase (ADPGlc),Cytoplasmic,Glycolysis/Gluconeogenesis,284.0,b3429,52822.0,0,0,[52822.0],[0.0],['Cytoplasmic'],[0]
215,GLCP,Glycogen phosphorylase,Cytoplasmic,Glycolysis/Gluconeogenesis,47.0,b3428 or b3417,90522.0,0.0,0,"[93173.0, 90522.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
216,EX_din_e_f,Deoxyinosine exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
217,EX_fmn_e_f,FMN exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
218,EX_gthox_e_f,Oxidized glutathione exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
219,HEMEOS,Heme O synthase,Inner Membrane,Cofactor and Prosthetic Group Biosynthesis,2.076535714,b0428,32248.0,14489.81081,7,[32248.0],[14489.81081],['Inner Membrane'],[7]
220,ADMDC,Adenosylmethionine decarboxylase,Cytoplasmic,Arginine and Proline Metabolism,0.088,b0120,30385.0,0,0,[30385.0],[0.0],['Cytoplasmic'],[0]
221,AGMT,Agmatinase,Cytoplasmic,Arginine and Proline Metabolism,0.032,b2937,33557.0,0,0,[33557.0],[0.0],['Cytoplasmic'],[0]
222,ARGDC,Arginine decarboxylase,Cytoplasmic,Arginine and Proline Metabolism,2.296666667,b4117,84425.0,0,0,[84425.0],[0.0],['Cytoplasmic'],[0]
223,ARGSS,Argininosuccinate synthase,Cytoplasmic,Arginine and Proline Metabolism,4.212083333,b3172,49898.0,0,0,[49898.0],[0.0],['Cytoplasmic'],[0]
224,AGPR_f,N-acetyl-g-glutamyl-phosphate reductase,Cytoplasmic,Arginine and Proline Metabolism,30.56378857,b3958,35952.0,0,0,[35952.0],[0.0],['Cytoplasmic'],[0]
225,SPMS,Spermidine synthase,Cytoplasmic,Arginine and Proline Metabolism,0.14,b0121,32321.0,0,0,[32321.0],[0.0],['Cytoplasmic'],[0]
226,G1SAT_f,Glutamate-1-semialdehyde aminotransferase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,0.51,b0154,45366.0,0,0,[45366.0],[0.0],['Cytoplasmic'],[0]
227,KDOCT2,3-deoxy-manno-octulosonate cytidylyltransferase,Cytoplasmic,Lipopolysaccharide Biosynthesis / Recycling,12.5,b0918,27614.0,0,0,[27614.0],[0.0],['Cytoplasmic'],[0]
228,OAADC,Oxaloacetate decarboxylase,Cytoplasmic,Pyruvate Metabolism,11.0,b1850,22284.0,0,0,[22284.0],[0.0],['Cytoplasmic'],[0]
229,MNNH,D-mannonate hydrolyase,Cytoplasmic,Alternate Carbon Metabolism,0.81,b4322,44838.0,0,0,[44838.0],[0.0],['Cytoplasmic'],[0]
230,ALTRH,Altronate hydrolase,Cytoplasmic,Alternate Carbon Metabolism,368.4865,b3091,54093.0,0,0,[54093.0],[0.0],['Cytoplasmic'],[0]
231,GUI1_f,Glucuronate isomerase (D-glucuronate),Cytoplasmic,Alternate Carbon Metabolism,196.0,b3092,53987.0,0,0,[53987.0],[0.0],['Cytoplasmic'],[0]
232,PGAMT_f,Phosphoglucosamine mutase,Cytoplasmic,Cell Envelope Biosynthesis,0.52,b3176,47544.0,0,0,[47544.0],[0.0],['Cytoplasmic'],[0]
233,UAGDP,UDP-N-acetylglucosamine diphosphorylase,Cytoplasmic,Cell Envelope Biosynthesis,68.41428571,b3730,49190.0,0,0,[49190.0],[0.0],['Cytoplasmic'],[0]
234,UAGCVT,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,Cytoplasmic,Cell Envelope Biosynthesis,4.633333333,b3189,44818.0,0,0,[44818.0],[0.0],['Cytoplasmic'],[0]
235,GLUR_f,Glutamate racemase,Cytoplasmic,Cell Envelope Biosynthesis,43.33,b3967,31002.0,0,0,[31002.0],[0.0],['Cytoplasmic'],[0]
236,UAG2E_f,UDP-N-acetylglucosamine 2-epimerase,Cytoplasmic,Cell Envelope Biosynthesis,3.625,b3786,42245.0,0,0,[42245.0],[0.0],['Cytoplasmic'],[0]
237,EX_acald_e_f,Acetaldehyde exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
238,EX_melib_e_f,Melibiose exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
239,MACPD,Malonyl-ACP decarboxylase,Cytoplasmic,Membrane Lipid Metabolism,0.05165,b2323,42613.0,0,0,[42613.0],[0.0],['Cytoplasmic'],[0]
240,DMQMT,3-Dimethylubiquinonol 3-methyltransferase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,0.0524684,b2232,26555.0,0,0,[26555.0],[0.0],['Cytoplasmic'],[0]
241,ICHORS_copy1,Isochorismate synthase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,0.35,b0593,42932.0,0,0,[42932.0],[0.0],['Cytoplasmic'],[0]
242,EX_sucr_e_f,Sucrose exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
243,EX_tre_e_f,Trehalose exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
244,EX_zn2_e_f,Zinc exchange,Exchange,Extracellular exchange,nan,,0,0,0,[0],[0],['Exchange'],[0]
245,HACD5_f,3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA),Cytoplasmic,Membrane Lipid Metabolism,229.0,b3846 or b2341,77072.0,0.0,0,"[79594.0, 77072.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
246,DNMPPA,Dihydroneopterin monophosphate dephosphorylase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,nan,,0,0,0,[0],[0],['Cytoplasmic'],[0]
247,HPPK2,6-hydroxymethyl-dihydropterin pyrophosphokinase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,0.17,b0142,18079.0,0,0,[18079.0],[0.0],['Cytoplasmic'],[0]
248,PTPATi,Pantetheine-phosphate adenylyltransferase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,4.7,b3634,17837.0,0,0,[17837.0],[0.0],['Cytoplasmic'],[0]
249,HEX7,Hexokinase (D-fructose:ATP),Cytoplasmic,Alternate Carbon Metabolism,14.3,b0394,32500.0,0,0,[32500.0],[0.0],['Cytoplasmic'],[0]
250,DXPRIi,1-deoxy-D-xylulose reductoisomerase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,32.25,b0173,43388.0,0,0,[43388.0],[0.0],['Cytoplasmic'],[0]
251,OPHBDC,Octaprenyl-hydroxybenzoate decarboxylase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,75.042,b3843,55604.0,0,0,[55604.0],[0.0],['Cytoplasmic'],[0]
252,OHPHM,2-octaprenyl-6-hydroxyphenol methylase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,0.0524684,b2232,26555.0,0,0,[26555.0],[0.0],['Cytoplasmic'],[0]
253,GHMT2r_f,"Glycine hydroxymethyltransferase, reversible",Cytoplasmic,Glycine and Serine Metabolism,12.285,b2551,45317.0,0,0,[45317.0],[0.0],['Cytoplasmic'],[0]
254,DHORD2,Dihydoorotic acid dehydrogenase (quinone8),Cytoplasmic,Purine and Pyrimidine Biosynthesis,82.0,b0945,36775.0,0,0,[36775.0],[0.0],['Cytoplasmic'],[0]
255,ADK4_f,Adentylate kinase (ITP),Cytoplasmic,Nucleotide Salvage Pathway,842.0,b0474,23586.0,0,0,[23586.0],[0.0],['Cytoplasmic'],[0]
256,INSK,Insosine kinase,Cytoplasmic,Nucleotide Salvage Pathway,14.80483333,b0477,48449.0,0,0,[48449.0],[0.0],['Cytoplasmic'],[0]
257,ABTA,4-aminobutyrate transaminase,Cytoplasmic,Arginine and Proline Metabolism,47.4,b2662 or b1302,44729.0,0.0,0,"[45775.0, 44729.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
258,SSALx,Succinate-semialdehyde dehydrogenase (NAD),Cytoplasmic,Arginine and Proline Metabolism,45.8,b1525,49718.0,0,0,[49718.0],[0.0],['Cytoplasmic'],[0]
259,ASPT,L-aspartase,Cytoplasmic,Alanine and Aspartate Metabolism,180.0,b4139,52356.0,0,0,[52356.0],[0.0],['Cytoplasmic'],[0]
260,SERD_L,L-serine deaminase,Cytoplasmic,Glycine and Serine Metabolism,436.0,b4471 or b1814 or b2797 or b3708 or b3117,35232.0,0.0,0,"[48522.0, 48907.0, 48753.0, 52773.0, 35232.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[0, 0, 0, 0, 0]"
261,THRD,L-threonine dehydrogenase,Cytoplasmic,Glycine and Serine Metabolism,135.0,b3616 or b3589,37239.0,0,0,"[37239.0, 40351.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
262,HEX4,Hexokinase (D-mannose:ATP),Cytoplasmic,Alternate Carbon Metabolism,nan,,0,0,0,[0],[0],['Cytoplasmic'],[0]
263,KARA1_f,"Ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)",Cytoplasmic,"Valine, Leucine, and Isoleucine Metabolism",0.028,b3774,54069.0,0,0,[54069.0],[0.0],['Cytoplasmic'],[0]
264,KARA2_f,Ketol-acid reductoisomerase (2-Acetolactate),Cytoplasmic,"Valine, Leucine, and Isoleucine Metabolism",3.8,b3774,54069.0,0,0,[54069.0],[0.0],['Cytoplasmic'],[0]
265,ACCOAC,Acetyl-CoA carboxylase,Cytoplasmic,Membrane Lipid Metabolism,30.1,b2316 and b3255 and b3256 and b0185,134572.0,0,0,[134572.0],[0.0],['Cytoplasmic'],[0]
266,NADK,NAD kinase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,90.0,b2615,32566.0,0,0,[32566.0],[0.0],['Cytoplasmic'],[0]
267,ICHORS_copy2_f,Isochorismate synthase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,0.35,b2265,48765.0,0,0,[48765.0],[0.0],['Cytoplasmic'],[0]
268,SUCBZS,O-succinylbenzoate-CoA synthase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,52.0,b2261,35477.0,0,0,[35477.0],[0.0],['Cytoplasmic'],[0]
269,DHBD_f,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase",Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,25.3,b0596,26250.0,0,0,[26250.0],[0.0],['Cytoplasmic'],[0]
270,ICHORT,Isochorismatase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,10.0,b0595,32554.0,0,0,[32554.0],[0.0],['Cytoplasmic'],[0]
271,RBK_L1,L-ribulokinase (L-ribulose),Cytoplasmic,Alternate Carbon Metabolism,40.42,b0063,61089.0,0,0,[61089.0],[0.0],['Cytoplasmic'],[0]
272,RBP4E_f,L-ribulose-phosphate 4-epimerase,Cytoplasmic,Alternate Carbon Metabolism,15.825,b0061 or b4198 or b3583,25278.0,0.0,0,"[25519.0, 25278.0, 25561.0]","[0.0, 0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[0, 0, 0]"
273,NTD2,5'-nucleotidase (UMP),Cytoplasmic,Nucleotide Salvage Pathway,1.2,b2744 or b4374 or b0675,25301.0,0.0,0,"[26900.0, 25301.0, 27163.0]","[0.0, 0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[0, 0, 0]"
274,NTD4,5'-nucleotidase (CMP),Cytoplasmic,Nucleotide Salvage Pathway,202.0,b2744 or b0675,26900.0,0,0,"[26900.0, 27163.0]","[0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic']","[0, 0]"
275,NTD5,5'-nucleotidase (dTMP),Cytoplasmic,Nucleotide Salvage Pathway,0.195,b2744 or b4374 or b2291 or b2361,20255.0,0.0,0,"[26900.0, 25301.0, 22708.0, 20255.0]","[0.0, 0.0, 0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[0, 0, 0, 0]"
276,NTD6,5'-nucleotidase (dAMP),Cytoplasmic,Nucleotide Salvage Pathway,0.22,b2744 or b2291 or b2361,20255.0,0.0,0,"[26900.0, 22708.0, 20255.0]","[0.0, 0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[0, 0, 0]"
277,LGTHL,Lactoylglutathione lyase,Cytoplasmic,Methylglyoxal Metabolism,1088.0,b1651,14920.0,0,0,[14920.0],[0.0],['Cytoplasmic'],[0]
278,PYDXPP,Pyridoxal 5-phosphate phosphatase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,1.52,b0446 or b3826 or b0766 or b0675,27163.0,0.0,0,"[30371.0, 29708.0, 30201.0, 27163.0]","[0.0, 0.0, 0.0, 0.0]","['Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic', 'Cytoplasmic']","[0, 0, 0, 0]"
279,PDXPP,Pyridoxine 5-phosphate phosphatase,Cytoplasmic,Cofactor and Prosthetic Group Biosynthesis,1.25,b0766,30201.0,0,0,[30201.0],[0.0],['Cytoplasmic'],[0]
