Reaction ID,Reaction name,Reaction equation,EC number,Enzyme molar mass [g/mol],Turnover number (kcat) [1/s]
DPCOAK,Dephospho-CoA kinase,atp_c + dpcoa_c  -> h_c + adp_c + coa_c ,2.7.1.24,22621.12,0.0387
NTPP1,Nucleoside triphosphate pyrophosphorylase (dgtp),h2o_c + dgtp_c  -> h_c + ppi_c + dgmp_c ,3.6.1.55,22669.015,2.55
NTPP2,Nucleoside triphosphate pyrophosphorylase (gtp),h2o_c + gtp_c  -> h_c + ppi_c + gmp_c ,3.6.1.55,22669.015,2.55
GNP,Phosphogluconate phosphatase,6pgc_c + h2o_c  -> pi_c + glcn_c ,3.1.3.-,22721.415,749.8136875
NTPP4,Nucleoside triphosphate pyrophosphorylase (ctp),ctp_c + h2o_c  -> h_c + ppi_c + cmp_c ,3.6.1.65,22728.565,25.8
PRATPP,Phosphoribosyl-ATP pyrophosphatase,prbatp_c + h2o_c  -> prbamp_c + h_c + ppi_c ,3.6.1.31,22755.14,90.13177273
PRAMPC,Phosphoribosyl-AMP cyclohydrolase,prbamp_c + h2o_c  -> prfp_c ,3.5.4.19,22755.14,3.345
NTPP7,Nucleoside triphosphate pyrophosphorylase (dttp),dttp_c + h2o_c  -> h_c + dtmp_c + ppi_c ,"3.6.1.-, 3.6.1.8",22765.48333,90.13177273
FA120ACPHi,Fatty-acyl-ACP hydrolase,h2o_c + ddcaACP_c  -> h_c + ddca_c + ACP_c ,3.1.4.14,22960.35,0.004
FA80ACPHi,Fatty-acyl-ACP hydrolase,ocACP_c + h2o_c  -> h_c + octa_c + ACP_c ,3.1.4.14,22960.35,0.004
FA140ACPHi,Fatty-acyl-ACP hydrolase,h2o_c + myrsACP_c  -> h_c + ttdca_c + ACP_c ,3.1.4.14,22960.35,0.004
FA100ACPHi,Fatty-acyl-ACP hydrolase,h2o_c + dcaACP_c  -> dca_c + h_c + ACP_c ,3.1.4.14,22960.35,0.004
FA161ACPHi,Fatty-acyl-ACP hydrolase,hdeACP_c + h2o_c  -> h_c + hdcea_c + ACP_c ,3.1.4.14,22960.35,0.004
FA141ACPHi,Fatty-acyl-ACP hydrolase,tdeACP_c + h2o_c  -> h_c + ttdcea_c + ACP_c ,3.1.4.14,22960.35,0.004
FA160ACPHi,Fatty-acyl-ACP hydrolase,h2o_c + palmACP_c  -> h_c + hdca_c + ACP_c ,3.1.4.14,22960.35,0.004
RU5PP,Ribulose-5-Phosphate Phosphatase,ru5p__D_c + h2o_c  -> rbl__D_c + pi_c ,3.1.3.23,23006.91,0.012
TMPPP,Thiamine-phosphate diphosphorylase,h_c + 2mahmp_c + 4mpetz_c  -> ppi_c + thmmp_c ,2.5.1.3,23014.65,16.08025
ARGt3pp,L-arginine transport out via proton antiport (cytoplasm to periplasm),arg__L_c + h_p  -> h_c + arg__L_p ,,23175.2,22
GARFT_f,Phosphoribosylglycinamide formyltransferase,10fthf_c + gar_c  -> h_c + thf_c + fgam_c ,2.1.2.2,23237.61,13.5
GARFT_b,Phosphoribosylglycinamide formyltransferase,h_c + thf_c + fgam_c  -> 10fthf_c + gar_c ,2.1.2.2,23237.61,13.5
ENTCS,Enterochelin synthase,3 23dhba_c + 3 seramp_c  -> 9 h_c + 6 amp_c + enter_c ,2.7.8.-,23257.96,1
F6PA_f,Fructose 6-phosphate aldolase,f6p_c  -> g3p_c + dha_c ,4.1.2.-,23275.43,25.7
F6PA_b,Fructose 6-phosphate aldolase,g3p_c + dha_c  -> f6p_c ,4.1.2.-,23275.43,0.002
NTD6,5'-nucleotidase (dAMP),h2o_c + damp_c  -> pi_c + dad_2_c ,"3.1.3.5, 3.1.3.89",23287.27333,0.22
NTD3,5'-nucleotidase (dCMP),dcmp_c + h2o_c  -> pi_c + dcyt_c ,"3.1.3.5, 3.1.3.89",23287.27333,0.23
RZ5PP,Alpha-ribazole 5-phosphate phosphatase,5prdmbz_c + h2o_c  -> pi_c + rdmbzi_c ,3.1.3.73,23307.86,749.8136875
DB4PS,"3,4-Dihydroxy-2-butanone-4-phosphate synthase",ru5p__D_c  -> h_c + db4p_c + for_c ,4.1.99.12,23352.76,2.848283333
NNAM,Nicotinamidase,ncam_c + h2o_c  -> nh4_c + nac_c ,3.5.1.19,23361.37,11.65
RBFSb,Riboflavin synthase,2 dmlz_c  -> 4r5au_c + ribflv_c ,2.5.1.9,23444.21,0.267
TMDK1,Thymidine kinase (ATP:thymidine),thymd_c + atp_c  -> h_c + adp_c + dtmp_c ,2.7.1.21,23455.87,2
DURIK1,Deoxyuridine kinase (ATP:Deoxyuridine),duri_c + atp_c  -> h_c + adp_c + dump_c ,2.7.1.21,23455.87,2
FCLPA_f,L-fuculose 1-phosphate aldolase,fc1p_c  -> dhap_c + lald__L_c ,4.1.2.17,23498.23,19
FCLPA_b,L-fuculose 1-phosphate aldolase,dhap_c + lald__L_c  -> fc1p_c ,4.1.2.17,23498.23,9.83
KG6PDC,3-keto-L-gulonate 6-phosphate decarboxylase,h_c + 3dhgulnp_c  -> xu5p__L_c + co2_c ,4.1.1.85,23510.825,54.25
ORPT_f,Orotate phosphoribosyltransferase,orot5p_c + ppi_c  -> prpp_c + orot_c ,2.4.2.10,23566.32,1.95
ORPT_b,Orotate phosphoribosyltransferase,prpp_c + orot_c  -> orot5p_c + ppi_c ,2.4.2.10,23566.32,5.433333333
ADK4_f,Adentylate kinase (ITP),itp_c + amp_c  -> adp_c + idp_c ,2.7.4.3,23585.28,842
ADK1_f,Adenylate kinase,atp_c + amp_c  -> 2 adp_c ,2.7.4.3,23585.28,860.5
ADK3_f,Adentylate kinase (GTP),gtp_c + amp_c  -> adp_c + gdp_c ,2.7.4.3,23585.28,842
DADK_f,Deoxyadenylate kinase,atp_c + damp_c  -> dadp_c + adp_c ,2.7.4.3,23585.28,879
ADNK1,Adenosine kinase,atp_c + adn_c  -> h_c + adp_c + amp_c ,2.7.4.3,23585.28,879
ADK4_b,Adentylate kinase (ITP),adp_c + idp_c  -> itp_c + amp_c ,2.7.4.3,23585.28,783
ADK1_b,Adenylate kinase,2 adp_c  -> atp_c + amp_c ,2.7.4.3,23585.28,783
ADK3_b,Adentylate kinase (GTP),adp_c + gdp_c  -> gtp_c + amp_c ,2.7.4.3,23585.28,783
DADK_b,Deoxyadenylate kinase,dadp_c + adp_c  -> atp_c + damp_c ,2.7.4.3,23585.28,783
GK1_f,Guanylate kinase (GMP:ATP),atp_c + gmp_c  -> adp_c + gdp_c ,2.7.4.8,23591.98,209
DGK1_f,Deoxyguanylate kinase (dGMP:ATP),atp_c + dgmp_c  -> adp_c + dgdp_c ,2.7.4.8,23591.98,510
GK1_b,Guanylate kinase (GMP:ATP),adp_c + gdp_c  -> atp_c + gmp_c ,2.7.4.8,23591.98,209
DGK1_b,Deoxyguanylate kinase (dGMP:ATP),adp_c + dgdp_c  -> atp_c + dgmp_c ,2.7.4.8,23591.98,209
LPLIPAL1E141pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C14:1) (periplasm)",h2o_p + 1agpe141_p  -> h_p + g3pe_p + ttdcea_p ,3.1.1.5,23621.5,1016
LPLIPAL1E160pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:0) (periplasm)",h2o_p + 1agpe160_p  -> hdca_p + h_p + g3pe_p ,3.1.1.5,23621.5,1016
LPLIPAL1E180pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:0) (periplasm)",h2o_p + 1agpe180_p  -> h_p + g3pe_p + ocdca_p ,3.1.1.5,23621.5,1016
LPLIPAL1E181pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:1) (periplasm)",h2o_p + 1agpe181_p  -> ocdcea_p + h_p + g3pe_p ,3.1.1.5,23621.5,1016
LPLIPAL1G160pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:0) (periplasm)",h2o_p + 1agpg160_p  -> hdca_p + h_p + g3pg_p ,3.1.1.5,23621.5,1016
LPLIPAL1G161pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:1) (periplasm)",h2o_p + 1agpg161_p  -> h_p + g3pg_p + hdcea_p ,3.1.1.5,23621.5,1016
LPLIPAL1G120pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C12:0) (periplasm)",h2o_p + 1agpg120_p  -> h_p + g3pg_p + ddca_p ,3.1.1.5,23621.5,1016
LPLIPAL1G141pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:1) (periplasm)",h2o_p + 1agpg141_p  -> h_p + ttdcea_p + g3pg_p ,3.1.1.5,23621.5,1016
LPLIPAL1G180pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:0) (periplasm)",h2o_p + 1agpg180_p  -> h_p + ocdca_p + g3pg_p ,3.1.1.5,23621.5,1016
LPLIPAL1G181pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:1) (periplasm)",h2o_p + 1agpg181_p  -> ocdcea_p + h_p + g3pg_p ,3.1.1.5,23621.5,1016
LPLIPAL1A141pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:1) (periplasm)",h2o_p + 1tdec7eg3p_p  -> h_p + ttdcea_p + glyc3p_p ,3.1.1.5,23621.5,1016
LPLIPAL1A180pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:0) (periplasm)",1odecg3p_p + h2o_p  -> h_p + ocdca_p + glyc3p_p ,3.1.1.5,23621.5,1016
LPLIPAL1E140pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C14:0) (periplasm)",h2o_p + 1agpe140_p  -> h_p + g3pe_p + ttdca_p ,3.1.1.5,23621.5,1016
LPLIPAL1E161pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:1) (periplasm)",h2o_p + 1agpe161_p  -> h_p + g3pe_p + hdcea_p ,3.1.1.5,23621.5,1016
LPLIPAL1G140pp,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:0) (periplasm)",h2o_p + 1agpg140_p  -> h_p + ttdca_p + g3pg_p ,3.1.1.5,23621.5,1016
LPLIPAL1A120pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C12:0) (periplasm)",1ddecg3p_p + h2o_p  -> h_p + ddca_p + glyc3p_p ,3.1.1.5,23621.5,1016
LPLIPAL1A140pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:0) (periplasm)",h2o_p + 1tdecg3p_p  -> h_p + ttdca_p + glyc3p_p ,3.1.1.5,23621.5,1016
LPLIPAL1A181pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:1) (periplasm)",h2o_p + 1odec11eg3p_p  -> ocdcea_p + h_p + glyc3p_p ,3.1.1.5,23621.5,1016
LPLIPAL1E120pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C12:0) (periplasm)",h2o_p + 1agpe120_p  -> h_p + g3pe_p + ddca_p ,3.1.1.5,23621.5,1016
LPLIPAL1A161pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:1) (periplasm)",h2o_p + 1hdec9eg3p_p  -> h_p + glyc3p_p + hdcea_p ,3.1.1.5,23621.5,1016
LPLIPAL1A160pp,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:0) (periplasm)",h2o_p + 1hdecg3p_p  -> hdca_p + h_p + glyc3p_p ,3.1.1.5,23621.5,1016
H2Otpp_f,H2O transport via diffusion (periplasm),h2o_p  -> h2o_c ,,23702.22,100000000
H2Otpp_b,H2O transport via diffusion (periplasm),h2o_c  -> h2o_p ,,23702.22,100000000
FMNRx,FMN reductase,h_c + fmn_c + nadh_c  -> nad_c + fmnh2_c ,1.5.1.38,23746.96,34
DTMPK_f,DTMP kinase,atp_c + dtmp_c  -> adp_c + dtdp_c ,2.7.4.9,23782.42,3
DTMPK_b,DTMP kinase,adp_c + dtdp_c  -> atp_c + dtmp_c ,2.7.4.9,23782.42,0.86
NTD5,5'-nucleotidase (dTMP),dtmp_c + h2o_c  -> pi_c + thymd_c ,"3.1.3.5, 3.1.3.89",23790.425,0.195
NTD1,5'-nucleotidase (dUMP),h2o_c + dump_c  -> duri_c + pi_c ,"3.1.3.5, 3.1.3.89",23790.425,5.2
NTD12,5'-nucleotidase (dIMP),dimp_c + h2o_c  -> pi_c + din_c ,"3.1.3.5, 3.1.3.89",23814.985,0.24
NTD8,5'-nucleotidase (dGMP),dgmp_c + h2o_c  -> pi_c + dgsn_c ,"3.1.3.5, 3.1.3.89",23814.985,2.16
NTPP5,Nucleoside triphosphate pyrophosphorylase (datp),datp_c + h2o_c  -> h_c + ppi_c + damp_c ,3.6.1.67,23858.32,4.59
LIPOCT,Lipoyl(octanoyl) transferase,h_c + ocACP_c  -> octapb_c + ACP_c ,2.3.1.181,23881.87,0.2
2MAHMP,2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphatase,h2o_c + 2mahmp_c  -> h_c + 4ampm_c + pi_c ,3.6.1.-,23901.255,90.13177273
DHPTDNR,Dihydropteridine reductase,3 h_c + nadph_c + dhptdn_c  -> thptdn_c + nadp_c ,1.5.1.34,23904.45,20
DHPTDNRN,Dihydropteridine reductase (NADH),3 h_c + dhptdn_c + nadh_c  -> nad_c + thptdn_c ,1.5.1.34,23904.45,152.75
AMANAPEr_f,N-acetylmannosamine 6-phosphate epimerase,acmanap_c  -> acgam6p_c ,5.1.3.9,24073.03,9201.8125
AMANAPEr_b,N-acetylmannosamine 6-phosphate epimerase,acgam6p_c  -> acmanap_c ,5.1.3.9,24073.03,9201.8125
DBTS,Dethiobiotin synthase,atp_c + dann_c + co2_c  -> 3 h_c + adp_c + pi_c + dtbt_c ,6.3.3.3,24138.91,0.64
PGPP140pp,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0)",h2o_p + pgp140_p  -> pg140_p + pi_p ,3.1.3.27,24219.075,24
PGPP141pp,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:1)",h2o_p + pgp141_p  -> pg141_p + pi_p ,3.1.3.27,24219.075,24
PGPP160pp,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:0)",h2o_p + pgp160_p  -> pg160_p + pi_p ,3.1.3.27,24219.075,24
PGPP180pp,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C18:0)",h2o_p + pgp180_p  -> pg180_p + pi_p ,3.1.3.27,24219.075,24
PGPP120,Phosphatidylglycerol phosphate phosphatase (n-C14:0),h2o_c + pgp120_c  -> pi_c + pg120_c ,3.1.3.27,24219.075,24
PGPP120pp,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0)",h2o_p + pgp120_p  -> pg120_p + pi_p ,3.1.3.27,24219.075,24
PGPP181pp,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C18:1)",h2o_p + pgp181_p  -> pg181_p + pi_p ,3.1.3.27,24219.075,24
PGPP140,Phosphatidylglycerol phosphate phosphatase (n-C14:0),pgp140_c + h2o_c  -> pi_c + pg140_c ,3.1.3.27,24219.075,24
PGPP141,Phosphatidylglycerol phosphate phosphatase (n-C14:1),pgp141_c + h2o_c  -> pi_c + pg141_c ,3.1.3.27,24219.075,24
PGPP160,Phosphatidylglycerol phosphate phosphatase (n-C16:0),pgp160_c + h2o_c  -> pi_c + pg160_c ,3.1.3.27,24219.075,24
PGPP180,Phosphatidylglycerol phosphate phosphatase (n-C18:0),h2o_c + pgp180_c  -> pi_c + pg180_c ,3.1.3.27,24219.075,24
PGPP161,Phosphatidylglycerol phosphate phosphatase (n-C16:1),pgp161_c + h2o_c  -> pg161_c + pi_c ,3.1.3.27,24219.075,24
PGPP181,Phosphatidylglycerol phosphate phosphatase (n-C18:1),h2o_c + pgp181_c  -> pi_c + pg181_c ,3.1.3.27,24219.075,24
PGPP161pp,"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:1)",h2o_p + pgp161_p  -> pg161_p + pi_p ,3.1.3.27,24219.075,24
TDPADGAT,"DTDP-4-amino-4,6-dideoxy-D-glucose acetyltransferase",accoa_c + dtdp4addg_c  -> h_c + dtdp4aaddg_c + coa_c ,2.3.1.210,24219.69,32.4876
ADCL,4-aminobenzoate synthase,4adcho_c  -> h_c + pyr_c + 4abz_c ,4.1.3.40,24245.285,0.82
CHRPL,Chorismate pyruvate lyase,chor_c  -> 4hbz_c + pyr_c ,4.1.3.40,24245.285,0.82
GAPP,Glyceraldehyde-3-phosphate phosphatase,g3p_c + h2o_c  -> glyald_c + pi_c ,3.1.3.23,24329.49,0.012
URIK1,Uridine kinase  ATPUridine ,atp_c + uri_c  -> h_c + ump_c + adp_c ,2.7.1.48,24352.36,0.0041
URIK2,Uridine kinase (GTP:Uridine),uri_c + gtp_c  -> h_c + ump_c + gdp_c ,2.7.1.48,24352.36,0.0041
CYTDK1,ATP:cytidine 5'-phosphotransferase,cytd_c + atp_c  -> h_c + adp_c + cmp_c ,2.7.1.48,24352.36,0.0041
CYTDK2,Cytidine kinase (GTP),cytd_c + gtp_c  -> h_c + gdp_c + cmp_c ,2.7.1.48,24352.36,0.0041
AHCYSNS,S-adenosylhomocysteine nucleosidase,ahcys_c + h2o_c  -> rhcys_c + ade_c ,3.2.2.9,24353.35,2.1
MTAN,Methylthioadenosine nucleosidase,5mta_c + h2o_c  -> 5mtr_c + ade_c ,3.2.2.9,24353.35,4
5DOAN,5'-deoxyadenosine nuclosidase,dad_5_c + h2o_c  -> 5drib_c + ade_c ,3.2.2.9,24353.35,4
MSAR,Malonic semialdehyde reductase,h_c + msa_c + nadph_c  -> nadp_c + 3hpp_c ,1.1.1.298,24408.905,115
HCO3E_f,HCO3 equilibration reaction,h2o_c + co2_c  -> h_c + hco3_c ,4.2.1.1,24429.83,5105.107143
HCO3E_b,HCO3 equilibration reaction,h_c + hco3_c  -> h2o_c + co2_c ,4.2.1.1,24429.83,46000
NNATr_f,Nicotinate-nucleotide adenylyltransferase,h_c + atp_c + nicrnt_c  -> ppi_c + dnad_c ,2.7.7.18,24527.25,5.5
NNATr_b,Nicotinate-nucleotide adenylyltransferase,ppi_c + dnad_c  -> h_c + atp_c + nicrnt_c ,2.7.7.18,24527.25,5.5
RPE_f,Ribulose 5-phosphate 3-epimerase,ru5p__D_c  -> xu5p__D_c ,5.1.3.1,24553.49,873.3
RPE_b,Ribulose 5-phosphate 3-epimerase,xu5p__D_c  -> ru5p__D_c ,5.1.3.1,24553.49,1300
CYTK1_f,Cytidylate kinase (CMP),atp_c + cmp_c  -> adp_c + cdp_c ,2.7.4.25,24745.64,68.68233333
CYTK2_f,Cytidylate kinase (dCMP),atp_c + dcmp_c  -> adp_c + dcdp_c ,2.7.4.25,24745.64,108.5
CYTK1_b,Cytidylate kinase (CMP),adp_c + cdp_c  -> atp_c + cmp_c ,2.7.4.25,24745.64,68.68233333
CYTK2_b,Cytidylate kinase (dCMP),adp_c + dcdp_c  -> atp_c + dcmp_c ,2.7.4.25,24745.64,68.68233333
SPMDt3pp,Spermidine transport out via proton antiport (periplasm),h_p + spmd_c  -> h_c + spmd_p ,,24816.45,22
GTPCI,GTP cyclohydrolase I,h2o_c + gtp_c  -> h_c + ahdt_c + for_c ,3.5.4.16,24829.89,0.039
FESR,Iron-sulfur cluster repair,fe2_c + 3fe4s_c  -> 4fe4s_c ,,24881.92,22
NTD9,5'-nucleotidase (GMP),gmp_c + h2o_c  -> pi_c + gsn_c ,3.1.3.5,24928.695,11
NTD7,5'-nucleotidase (AMP),h2o_c + amp_c  -> pi_c + adn_c ,3.1.3.5,24928.695,750
G1PP,Glucose-1-phosphatase,g1p_c + h2o_c  -> pi_c + glc__D_c ,3.1.3.10,25152.76667,117
URACPAH,Peroxyureidoacrylate hydrolase,uracp_c + h2o_c  -> h_c + cbm_c + poaac_c ,3.5.1.110,25207.9,111.8694444
UMPK_f,UMP kinase,ump_c + atp_c  -> adp_c + udp_c ,2.7.4.25,25357.585,229
UMPK_b,UMP kinase,adp_c + udp_c  -> ump_c + atp_c ,2.7.4.25,25357.585,68.68233333
I2FE2ST,ISC [2Fe-2S] Transfer,4 h_c + iscu_2fe2s_c  -> 2fe2s_c + iscu_c ,,25385.78,22
I4FE4ST,ISC [4Fe-4S] Transfer,4 h_c + iscu_4fe4s_c  -> iscu_c + 4fe4s_c ,,25385.78,22
RBP4E_f,L-ribulose-phosphate 4-epimerase,ru5p__L_c  -> xu5p__D_c ,5.1.3.4,25451.77,15.825
RBP4E_b,L-ribulose-phosphate 4-epimerase,xu5p__D_c  -> ru5p__L_c ,5.1.3.4,25451.77,15.825
CCGS,7-cyano-7-carbaguanine synthase,nh4_c + atp_c + cdg_c  -> h_c + preq0_c + adp_c + pi_c + h2o_c ,6.3.4.20,25513.44,5.289444444
PYAM5PO,Pyridoxamine 5'-phosphate oxidase,o2_c + pyam5p_c + h2o_c  -> pydx5p_c + nh4_c + h2o2_c ,1.4.3.5,25544.36,14.86
PDX5POi,Pyridoxine 5'-phosphate oxidase,o2_c + pdx5p_c  -> pydx5p_c + h2o2_c ,1.4.3.5,25544.36,0.13
3OAR121,3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:1),3ocddec5eACP_c + h_c + nadph_c  -> nadp_c + 3hcddec5eACP_c ,1.1.1.100,25559.58,0.59
3OAR120_f,3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0),h_c + 3oddecACP_c + nadph_c  -> nadp_c + 3hddecACP_c ,1.1.1.100,25559.58,99.3
3OAR181,3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:1),h_c + 3ocvac11eACP_c + nadph_c  -> nadp_c + 3hcvac11eACP_c ,1.1.1.100,25559.58,0.59
3OAR141,3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:1),h_c + nadph_c + 3ocmrs7eACP_c  -> nadp_c + 3hcmrs7eACP_c ,1.1.1.100,25559.58,0.59
3OAR161,3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:1),h_c + 3ocpalm9eACP_c + nadph_c  -> 3hcpalm9eACP_c + nadp_c ,1.1.1.100,25559.58,0.59
3OAR140_f,3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:0),h_c + nadph_c + 3omrsACP_c  -> nadp_c + 3hmrsACP_c ,1.1.1.100,25559.58,99.3
3OAR160_f,3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:0),h_c + nadph_c + 3opalmACP_c  -> nadp_c + 3hpalmACP_c ,1.1.1.100,25559.58,99.3
3OAR60_f,3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0),3ohexACP_c + h_c + nadph_c  -> nadp_c + 3hhexACP_c ,1.1.1.100,25559.58,99.3
3OAR80_f,3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0),h_c + nadph_c + 3ooctACP_c  -> 3hoctACP_c + nadp_c ,1.1.1.100,25559.58,99.3
3OAR40_f,3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0),h_c + actACP_c + nadph_c  -> nadp_c + 3haACP_c ,1.1.1.100,25559.58,99.3
3OAR100_f,3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0),h_c + 3odecACP_c + nadph_c  -> nadp_c + 3hdecACP_c ,1.1.1.100,25559.58,99.3
3OAR180_f,3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:0),h_c + 3ooctdACP_c + nadph_c  -> 3hoctaACP_c + nadp_c ,1.1.1.100,25559.58,99.3
OGMEACPR,3-Oxo-glutaryl-[ACP] methyl ester reductase,h_c + ogmeACP_c + nadph_c  -> hgmeACP_c + nadp_c ,1.1.1.100,25559.58,0.59
OPMEACPR,3-Oxo-pimeloyl-[ACP] methyl ester reductase,h_c + opmeACP_c + nadph_c  -> hpmeACP_c + nadp_c ,1.1.1.100,25559.58,0.59
3OAR120_b,3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0),nadp_c + 3hddecACP_c  -> h_c + 3oddecACP_c + nadph_c ,1.1.1.100,25559.58,0.59
3OAR140_b,3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:0),nadp_c + 3hmrsACP_c  -> h_c + nadph_c + 3omrsACP_c ,1.1.1.100,25559.58,0.59
3OAR160_b,3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:0),nadp_c + 3hpalmACP_c  -> h_c + nadph_c + 3opalmACP_c ,1.1.1.100,25559.58,0.59
3OAR60_b,3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0),nadp_c + 3hhexACP_c  -> 3ohexACP_c + h_c + nadph_c ,1.1.1.100,25559.58,0.59
3OAR80_b,3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0),3hoctACP_c + nadp_c  -> h_c + nadph_c + 3ooctACP_c ,1.1.1.100,25559.58,0.59
3OAR40_b,3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0),nadp_c + 3haACP_c  -> h_c + actACP_c + nadph_c ,1.1.1.100,25559.58,0.59
3OAR100_b,3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0),nadp_c + 3hdecACP_c  -> h_c + 3odecACP_c + nadph_c ,1.1.1.100,25559.58,0.59
3OAR180_b,3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:0),3hoctaACP_c + nadp_c  -> h_c + 3ooctdACP_c + nadph_c ,1.1.1.100,25559.58,0.59
DSBCGT,DsbC:glutathione thiotransferase,dsbcox_p + 2 gthrd_p  -> dsbcrd_p + gthox_p ,5.3.4.1,25620.92,0.000564
E4PP,Erythrose-4-phosphate phosphatase,e4p_c + h2o_c  -> pi_c + erthrs_c ,"3.1.3.23, 3.1.3.74",25646.878,0.766
MPTS,Molybdopterin synthase,cpmp_c + cu2_c + 2 moadcosh_c  -> 5 h_c + mpt_c + 2 moadcoo_c ,2.8.1.12,25720.16,85.46666667
MEPCT,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,h_c + ctp_c + 2me4p_c  -> 4c2me_c + ppi_c ,2.7.7.60,25736.55,51.25
PUNP1_f,Purine-nucleoside phosphorylase (Adenosine),pi_c + adn_c  -> r1p_c + ade_c ,2.4.2.1,25949.12,44.93
PUNP2_f,Purine-nucleoside phosphorylase (Deoxyadenosine),pi_c + dad_2_c  -> 2dr1p_c + ade_c ,2.4.2.1,25949.12,44.93
PUNP1_b,Purine-nucleoside phosphorylase (Adenosine),r1p_c + ade_c  -> pi_c + adn_c ,2.4.2.1,25949.12,110
PUNP2_b,Purine-nucleoside phosphorylase (Deoxyadenosine),2dr1p_c + ade_c  -> pi_c + dad_2_c ,2.4.2.1,25949.12,2.77
NTPP8,Nucleoside triphosphate pyrophosphorylase (utp),utp_c + h2o_c  -> h_c + ump_c + ppi_c ,3.6.1.8,25963.11,95
F1PP,D-fructose 1-phosphate phosphatase,f1p_c + h2o_c  -> fru_c + pi_c ,3.1.3.23,25979.59,0.012
PRMICI_f,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase,prfp_c  -> prlp_c ,5.3.1.16,26031.9,14.3
PRMICI_b,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase,prlp_c  -> prfp_c ,5.3.1.16,26031.9,14.3
TYRPpp,Phospho-L-tyrosine phosphatase (periplasmic),h2o_p + tyrp_p  -> tyr__L_p + pi_p ,3.1.3.2,26102.65,62.4
ALLULPE_f,Allulose 6-phosphate epimerase,allul6p_c  -> f6p_c ,5.1.3.-,26108.45,9201.8125
ALLULPE_b,Allulose 6-phosphate epimerase,f6p_c  -> allul6p_c ,5.1.3.-,26108.45,9201.8125
NTD11,5'-nucleotidase (IMP),imp_c + h2o_c  -> pi_c + ins_c ,3.1.3.5,26148.85,104
